peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
Integrated performance management products,Project length,4,Jedox,Business value,4.56108665,7.88627451,1,,2,
Integrated performance management products,Project length,4,Longview Analytics,Business value,4.56108665,3.55042735,9,,2,
Integrated performance management products,Project length,4,MIK (prevero),Business value,4.56108665,4.255172414,6,,2,
Integrated performance management products,Project length,4,prevero (prevero),Business value,4.56108665,2.21025641,11,,2,
Integrated performance management products,Customer satisfaction,5,Bissantz,Customer satisfaction,7.030376811,8.127383462,4,,1,
Integrated performance management products,Customer satisfaction,5,BOARD,Customer satisfaction,7.030376811,6.942036565,6,,1,
Integrated performance management products,Customer satisfaction,5,CALUMO,Customer satisfaction,7.030376811,8.357878706,2,,1,
Integrated performance management products,Customer satisfaction,5,Cubeware,Customer satisfaction,7.030376811,5.685119508,10,,1,
Integrated performance management products,Customer satisfaction,5,cubus,Customer satisfaction,7.030376811,9.387697588,1,,1,
Integrated performance management products,Customer satisfaction,5,IBM Plan Analytics,Customer satisfaction,7.030376811,6.151886609,8,,1,
Integrated performance management products,Customer satisfaction,5,Infor,Customer satisfaction,7.030376811,4.732909468,11,,1,
Integrated performance management products,Customer satisfaction,5,Jedox,Customer satisfaction,7.030376811,8.179517543,3,,1,
Integrated performance management products,Customer satisfaction,5,Longview Analytics,Customer satisfaction,7.030376811,6.90165811,7,,1,
Integrated performance management products,Customer satisfaction,5,MIK (prevero),Customer satisfaction,7.030376811,5.869512135,9,,1,
Integrated performance management products,Customer satisfaction,5,prevero (prevero),Customer satisfaction,7.030376811,6.998545229,5,,1,
Integrated performance management products,Price-to-value,6,Bissantz,Customer satisfaction,7.992485707,7.861921891,7,,2,
Integrated performance management products,Price-to-value,6,BOARD,Customer satisfaction,7.992485707,7.545858171,8,,2,
Integrated performance management products,Price-to-value,6,CALUMO,Customer satisfaction,7.992485707,9.535200411,2,,2,
Integrated performance management products,Price-to-value,6,Cubeware,Customer satisfaction,7.992485707,8.262716291,4,,2,
Integrated performance management products,Price-to-value,6,cubus,Customer satisfaction,7.992485707,10,1,,2,
Integrated performance management products,Price-to-value,6,IBM Plan Analytics,Customer satisfaction,7.992485707,6.016003524,11,,2,
Integrated performance management products,Price-to-value,6,Infor,Customer satisfaction,7.992485707,6.736073998,10,,2,
Integrated performance management products,Price-to-value,6,Jedox,Customer satisfaction,7.992485707,9.154909838,3,,2,
Integrated performance management products,Price-to-value,6,Longview Analytics,Customer satisfaction,7.992485707,7.868723836,6,,2,
Integrated performance management products,Price-to-value,6,MIK (prevero),Customer satisfaction,7.992485707,7.051574325,9,,2,
Integrated performance management products,Price-to-value,6,prevero (prevero),Customer satisfaction,7.992485707,7.884360492,5,,2,
Integrated performance management products,Recommendation,7,Bissantz,Customer satisfaction,6.0030541,7.286282306,2,,2,
Integrated performance management products,Recommendation,7,BOARD,Customer satisfaction,6.0030541,6.89860835,4,,2,
Integrated performance management products,Recommendation,7,CALUMO,Customer satisfaction,6.0030541,7.151783178,3,,2,
Integrated performance management products,Recommendation,7,Cubeware,Customer satisfaction,6.0030541,4.236966262,10,,2,
Integrated performance management products,Recommendation,7,cubus,Customer satisfaction,6.0030541,8.93389662,1,,2,
Integrated performance management products,Recommendation,7,IBM Plan Analytics,Customer satisfaction,6.0030541,6.25652336,6,,2,
Integrated performance management products,Recommendation,7,Infor,Customer satisfaction,6.0030541,2.013916501,11,,2,
Integrated performance management products,Recommendation,7,Jedox,Customer satisfaction,6.0030541,5.929423459,8,,2,
Integrated performance management products,Recommendation,7,Longview Analytics,Customer satisfaction,6.0030541,5.954168605,7,,2,
Integrated performance management products,Recommendation,7,MIK (prevero),Customer satisfaction,6.0030541,4.540258449,9,,2,
Integrated performance management products,Recommendation,7,prevero (prevero),Customer satisfaction,6.0030541,6.831768013,5,,2,
Integrated performance management products,Vendor support,8,Bissantz,Customer satisfaction,7.516022903,9.156343978,2,,2,
Integrated performance management products,Vendor support,8,BOARD,Customer satisfaction,7.516022903,7.344789821,6,,2,
Integrated performance management products,Vendor support,8,CALUMO,Customer satisfaction,7.516022903,8.394524078,4,,2,
Integrated performance management products,Vendor support,8,Cubeware,Customer satisfaction,7.516022903,6.040091646,9,,2,
Integrated performance management products,Vendor support,8,cubus,Customer satisfaction,7.516022903,10,1,,2,
Integrated performance management products,Vendor support,8,IBM Plan Analytics,Customer satisfaction,7.516022903,5.632849979,11,,2,
Integrated performance management products,Vendor support,8,Infor,Customer satisfaction,7.516022903,5.7091924,10,,2,
Integrated performance management products,Vendor support,8,Jedox,Customer satisfaction,7.516022903,8.652417269,3,,2,
Integrated performance management products,Vendor support,8,Longview Analytics,Customer satisfaction,7.516022903,6.420892692,8,,2,
Integrated performance management products,Vendor support,8,MIK (prevero),Customer satisfaction,7.516022903,7.270245894,7,,2,
Integrated performance management products,Vendor support,8,prevero (prevero),Customer satisfaction,7.516022903,8.054904171,5,,2,
Integrated performance management products,Implementer support,9,Bissantz,Customer satisfaction,7.886390873,8.7812674,3,,2,
Integrated performance management products,Implementer support,9,BOARD,Customer satisfaction,7.886390873,7.768465174,6,,2,
Integrated performance management products,Implementer support,9,CALUMO,Customer satisfaction,7.886390873,8.684438482,4,,2,
Integrated performance management products,Implementer support,9,Cubeware,Customer satisfaction,7.886390873,6.399732453,11,,2,
Integrated performance management products,Implementer support,9,cubus,Customer satisfaction,7.886390873,10,1,,2,
Integrated performance management products,Implementer support,9,IBM Plan Analytics,Customer satisfaction,7.886390873,7.287559083,8,,2,
Integrated performance management products,Implementer support,9,Infor,Customer satisfaction,7.886390873,6.756662754,9,,2,
Integrated performance management products,Implementer support,9,Jedox,Customer satisfaction,7.886390873,9.018821011,2,,2,
Integrated performance management products,Implementer support,9,Longview Analytics,Customer satisfaction,7.886390873,7.662110943,7,,2,
Integrated performance management products,Implementer support,9,MIK (prevero),Customer satisfaction,7.886390873,6.474806029,10,,2,
Integrated performance management products,Implementer support,9,prevero (prevero),Customer satisfaction,7.886390873,7.916436279,5,,2,
Integrated performance management products,Product satisfaction,10,Bissantz,Customer satisfaction,5.839584796,7.644710342,4,,2,
Integrated performance management products,Product satisfaction,10,BOARD,Customer satisfaction,5.839584796,4.76096111,7,,2,
Integrated performance management products,Product satisfaction,10,CALUMO,Customer satisfaction,5.839584796,8.463215259,2,,2,
Integrated performance management products,Product satisfaction,10,Cubeware,Customer satisfaction,5.839584796,3.852861035,10,,2,
Integrated performance management products,Product satisfaction,10,cubus,Customer satisfaction,5.839584796,7.925340599,3,,2,
Integrated performance management products,Product satisfaction,10,IBM Plan Analytics,Customer satisfaction,5.839584796,4.946342486,6,,2,
Integrated performance management products,Product satisfaction,10,Infor,Customer satisfaction,5.839584796,2.796321526,11,,2,
Integrated performance management products,Product satisfaction,10,Jedox,Customer satisfaction,5.839584796,8.847411444,1,,2,
Integrated performance management products,Product satisfaction,10,Longview Analytics,Customer satisfaction,5.839584796,6.695912807,5,,2,
Integrated performance management products,Product satisfaction,10,MIK (prevero),Customer satisfaction,5.839584796,4.372655874,8,,2,
Integrated performance management products,Product satisfaction,10,prevero (prevero),Customer satisfaction,5.839584796,3.929700272,9,,2,
Integrated performance management products,Customer experience,11,Bissantz,Customer experience,6.264659384,6.08800036,7,,1,
Integrated performance management products,Customer experience,11,BOARD,Customer experience,6.264659384,6.361726608,5,,1,
Integrated performance management products,Customer experience,11,CALUMO,Customer experience,6.264659384,5.698214803,9,,1,
Integrated performance management products,Customer experience,11,Cubeware,Customer experience,6.264659384,5.477713692,10,,1,
Integrated performance management products,Customer experience,11,cubus,Customer experience,6.264659384,7.607388504,1,,1,
Integrated performance management products,Customer experience,11,IBM Plan Analytics,Customer experience,6.264659384,6.07290411,8,,1,
Integrated performance management products,Customer experience,11,Infor,Customer experience,6.264659384,5.258512223,11,,1,
Integrated performance management products,Customer experience,11,Jedox,Customer experience,6.264659384,7.087640729,2,,1,
Integrated performance management products,Customer experience,11,Longview Analytics,Customer experience,6.264659384,6.518297913,3,,1,
Integrated performance management products,Customer experience,11,MIK (prevero),Customer experience,6.264659384,6.410623874,4,,1,
Integrated performance management products,Customer experience,11,prevero (prevero),Customer experience,6.264659384,6.330230411,6,,1,
Integrated performance management products,Self-service,12,Bissantz,Customer experience,6.378045933,7.633209746,3,,2,
Integrated performance management products,Self-service,12,BOARD,Customer experience,6.378045933,6.925317797,6,,2,
Integrated performance management products,Self-service,12,CALUMO,Customer experience,6.378045933,5.852754237,9,,2,
Integrated performance management products,Self-service,12,Cubeware,Customer experience,6.378045933,7.220272775,4,,2,
Integrated performance management products,Self-service,12,cubus,Customer experience,6.378045933,7.896934197,2,,2,
Integrated performance management products,Self-service,12,IBM Plan Analytics,Customer experience,6.378045933,4.891145529,10,,2,
Integrated performance management products,Self-service,12,Infor,Customer experience,6.378045933,7.139830508,5,,2,
Integrated performance management products,Self-service,12,Jedox,Customer experience,6.378045933,6.231306082,8,,2,
Integrated performance management products,Self-service,12,Longview Analytics,Customer experience,6.378045933,1,11,,2,
Integrated performance management products,Self-service,12,MIK (prevero),Customer experience,6.378045933,8.523783488,1,,2,
Integrated performance management products,Self-service,12,prevero (prevero),Customer experience,6.378045933,6.843950906,7,,2,
Integrated performance management products,Flexibility for users,13,Bissantz,Customer experience,7.664161669,4.773705259,10,,2,
Integrated performance management products,Flexibility for users,13,BOARD,Customer experience,7.664161669,8.696748554,4,,2,
Integrated performance management products,Flexibility for users,13,CALUMO,Customer experience,7.664161669,4.553087879,11,,2,
Integrated performance management products,Flexibility for users,13,Cubeware,Customer experience,7.664161669,5.780411201,9,,2,
Integrated performance management products,Flexibility for users,13,cubus,Customer experience,7.664161669,9.743422359,2,,2,
Integrated performance management products,Flexibility for users,13,IBM Plan Analytics,Customer experience,7.664161669,8.198967518,7,,2,
Integrated performance management products,Flexibility for users,13,Infor,Customer experience,7.664161669,6.010562961,8,,2,
Integrated performance management products,Flexibility for users,13,Jedox,Customer experience,7.664161669,8.41219681,6,,2,
Integrated performance management products,Flexibility for users,13,Longview Analytics,Customer experience,7.664161669,9.485970318,3,,2,
Integrated performance management products,Flexibility for users,13,MIK (prevero),Customer experience,7.664161669,8.650705499,5,,2,
Integrated performance management products,Flexibility for users,13,prevero (prevero),Customer experience,7.664161669,10,1,,2,
Integrated performance management products,Ease of use,14,Bissantz,Customer experience,5.465148598,5.554158971,7,,2,
Integrated performance management products,Ease of use,14,BOARD,Customer experience,5.465148598,6.745032043,1,,2,
Integrated performance management products,Ease of use,14,CALUMO,Customer experience,5.465148598,5.936537914,4,,2,
Integrated performance management products,Ease of use,14,Cubeware,Customer experience,5.465148598,4.524143093,9,,2,
Integrated performance management products,Ease of use,14,cubus,Customer experience,5.465148598,6.342335039,3,,2,
Integrated performance management products,Ease of use,14,IBM Plan Analytics,Customer experience,5.465148598,4.434834393,10,,2,
Integrated performance management products,Ease of use,14,Infor,Customer experience,5.465148598,4.789089947,8,,2,
Integrated performance management products,Ease of use,14,Jedox,Customer experience,5.465148598,6.360182294,2,,2,
Integrated performance management products,Ease of use,14,Longview Analytics,Customer experience,5.465148598,5.819069789,5,,2,
Integrated performance management products,Ease of use,14,MIK (prevero),Customer experience,5.465148598,3.980801746,11,,2,
Integrated performance management products,Ease of use,14,prevero (prevero),Customer experience,5.465148598,5.630449343,6,,2,
Integrated performance management products,Sales experience,15,Bissantz,Customer experience,6.909606535,8.08638413,2,,2,
Integrated performance management products,Sales experience,15,BOARD,Customer experience,6.909606535,6.231740307,9,,2,
Integrated performance management products,Sales experience,15,CALUMO,Customer experience,6.909606535,8.076645627,3,,2,
Integrated performance management products,Sales experience,15,Cubeware,Customer experience,6.909606535,6.324874404,8,,2,
Integrated performance management products,Sales experience,15,cubus,Customer experience,6.909606535,9.496138315,1,,2,
Integrated performance management products,Sales experience,15,IBM Plan Analytics,Customer experience,6.909606535,6.802524797,7,,2,
Integrated performance management products,Sales experience,15,Infor,Customer experience,6.909606535,3.725621538,11,,2,
Integrated performance management products,Sales experience,15,Jedox,Customer experience,6.909606535,7.200180343,6,,2,
Integrated performance management products,Sales experience,15,Longview Analytics,Customer experience,6.909606535,4.841544389,10,,2,
Integrated performance management products,Sales experience,15,MIK (prevero),Customer experience,6.909606535,7.427412083,5,,2,
Integrated performance management products,Sales experience,15,prevero (prevero),Customer experience,6.909606535,7.792605951,4,,2,
Integrated performance management products,Data volume,16,Bissantz,Customer experience,2.046265462,2.387006357,3,,2,
Integrated performance management products,Data volume,16,BOARD,Customer experience,2.046265462,1.215776565,9,,2,
Integrated performance management products,Data volume,16,CALUMO,Customer experience,2.046265462,2.454577306,2,,2,
Integrated performance management products,Data volume,16,Cubeware,Customer experience,2.046265462,1.966564893,4,,2,
Integrated performance management products,Data volume,16,cubus,Customer experience,2.046265462,1.608331605,6,,2,
Integrated performance management products,Data volume,16,IBM Plan Analytics,Customer experience,2.046265462,1.486060363,8,,2,
Integrated performance management products,Data volume,16,Infor,Customer experience,2.046265462,1.666249562,5,,2,
Integrated performance management products,Data volume,16,Jedox,Customer experience,2.046265462,1.04073563,11,,2,
Integrated performance management products,Data volume,16,Longview Analytics,Customer experience,2.046265462,6.058361279,1,,2,
Integrated performance management products,Data volume,16,MIK (prevero),Customer experience,2.046265462,1.049101557,10,,2,
Integrated performance management products,Data volume,16,prevero (prevero),Customer experience,2.046265462,1.576154963,7,,2,
Integrated performance management products,Query performance,17,Bissantz,Customer experience,6.026021523,6.007879247,5,,2,
Integrated performance management products,Query performance,17,BOARD,Customer experience,6.026021523,4.810351068,9,,2,
Integrated performance management products,Query performance,17,CALUMO,Customer experience,6.026021523,5.100579076,8,,2,
Integrated performance management products,Query performance,17,Cubeware,Customer experience,6.026021523,5.533608703,6,,2,
Integrated performance management products,Query performance,17,cubus,Customer experience,6.026021523,6.448338834,3,,2,
Integrated performance management products,Query performance,17,IBM Plan Analytics,Customer experience,6.026021523,6.158101194,4,,2,
Integrated performance management products,Query performance,17,Infor,Customer experience,6.026021523,4.254142273,11,,2,
Integrated performance management products,Query performance,17,Jedox,Customer experience,6.026021523,8.26292517,2,,2,
Integrated performance management products,Query performance,17,Longview Analytics,Customer experience,6.026021523,9.844500097,1,,2,
Integrated performance management products,Query performance,17,MIK (prevero),Customer experience,6.026021523,5.149732706,7,,2,
Integrated performance management products,Query performance,17,prevero (prevero),Customer experience,6.026021523,4.716078391,10,,2,
Integrated performance management products,Performance satisfaction,18,Bissantz,Customer experience,6.820198167,7.206896552,6,,2,
Integrated performance management products,Performance satisfaction,18,BOARD,Customer experience,6.820198167,5.819845179,7,,2,
Integrated performance management products,Performance satisfaction,18,CALUMO,Customer experience,6.820198167,7.976011994,5,,2,
Integrated performance management products,Performance satisfaction,18,Cubeware,Customer experience,6.820198167,4.639498433,10,,2,
Integrated performance management products,Performance satisfaction,18,cubus,Customer experience,6.820198167,8.448275862,3,,2,
Integrated performance management products,Performance satisfaction,18,IBM Plan Analytics,Customer experience,6.820198167,8.137931034,4,,2,
Integrated performance management products,Performance satisfaction,18,Infor,Customer experience,6.820198167,5.344827586,9,,2,
Integrated performance management products,Performance satisfaction,18,Jedox,Customer experience,6.820198167,8.904665314,1,,2,
Integrated performance management products,Performance satisfaction,18,Longview Analytics,Customer experience,6.820198167,8.785607196,2,,2,
Integrated performance management products,Performance satisfaction,18,MIK (prevero),Customer experience,6.820198167,5.743842365,8,,2,
Integrated performance management products,Performance satisfaction,18,prevero (prevero),Customer experience,6.820198167,4.014778325,11,,2,
Integrated performance management products,Innovation,19,Bissantz,Innovation,3.867137715,5.14990461,2,,1,
Integrated performance management products,Innovation,19,BOARD,Innovation,3.867137715,3.961658054,4,,1,
Integrated performance management products,Innovation,19,CALUMO,Innovation,3.867137715,5.841236661,1,,1,
Integrated performance management products,Innovation,19,Cubeware,Innovation,3.867137715,3.437831186,7,,1,
Integrated performance management products,Innovation,19,cubus,Innovation,3.867137715,3.233905466,9,,1,
Integrated performance management products,Innovation,19,IBM Plan Analytics,Innovation,3.867137715,2.939804321,10,,1,
Integrated performance management products,Innovation,19,Infor,Innovation,3.867137715,2.714775691,11,,1,
Integrated performance management products,Innovation,19,Jedox,Innovation,3.867137715,3.489007267,6,,1,
Integrated performance management products,Innovation,19,Longview Analytics,Innovation,3.867137715,4.960575261,3,,1,
Integrated performance management products,Innovation,19,MIK (prevero),Innovation,3.867137715,3.268757376,8,,1,
Integrated performance management products,Innovation,19,prevero (prevero),Innovation,3.867137715,3.541058973,5,,1,
Integrated performance management products,Cloud BI,20,Bissantz,Innovation,3.180510971,2.559843035,7,,2,
Integrated performance management products,Cloud BI,20,BOARD,Innovation,3.180510971,2.559843035,6,,2,
Integrated performance management products,Cloud BI,20,CALUMO,Innovation,3.180510971,9.585611511,1,,2,
Integrated performance management products,Cloud BI,20,Cubeware,Innovation,3.180510971,1,11,,2,
Integrated performance management products,Cloud BI,20,cubus,Innovation,3.180510971,2.618705036,5,,2,
Integrated performance management products,Cloud BI,20,IBM Plan Analytics,Innovation,3.180510971,2.748201439,4,,2,
Integrated performance management products,Cloud BI,20,Infor,Innovation,3.180510971,1.181610809,10,,2,
Integrated performance management products,Cloud BI,20,Jedox,Innovation,3.180510971,4.332628015,3,,2,
Integrated performance management products,Cloud BI,20,Longview Analytics,Innovation,3.180510971,2.517985612,8,,2,
Integrated performance management products,Cloud BI,20,MIK (prevero),Innovation,3.180510971,1.505035971,9,,2,
Integrated performance management products,Cloud BI,20,prevero (prevero),Innovation,3.180510971,4.376156218,2,,2,
Integrated performance management products,Mobile BI,21,Bissantz,Innovation,2.847667831,2.943521595,4,,2,
Integrated performance management products,Mobile BI,21,BOARD,Innovation,2.847667831,2.58002736,6,,2,
Integrated performance management products,Mobile BI,21,CALUMO,Innovation,2.847667831,6.446131941,1,,2,
Integrated performance management products,Mobile BI,21,Cubeware,Innovation,2.847667831,2.952447067,3,,2,
Integrated performance management products,Mobile BI,21,cubus,Innovation,2.847667831,1.813953488,9,,2,
Integrated performance management products,Mobile BI,21,IBM Plan Analytics,Innovation,2.847667831,1,11,,2,
Integrated performance management products,Mobile BI,21,Infor,Innovation,2.847667831,2.186046512,7,,2,
Integrated performance management products,Mobile BI,21,Jedox,Innovation,2.847667831,2.908344733,5,,2,
Integrated performance management products,Mobile BI,21,Longview Analytics,Innovation,2.847667831,4.941118258,2,,2,
Integrated performance management products,Mobile BI,21,MIK (prevero),Innovation,2.847667831,1.867109635,8,,2,
Integrated performance management products,Mobile BI,21,prevero (prevero),Innovation,2.847667831,1.685645549,10,,2,
Integrated performance management products,Operational BI,22,Bissantz,Innovation,4.083080868,2.279970216,10,,2,
Integrated performance management products,Operational BI,22,BOARD,Innovation,4.083080868,5.656662665,3,,2,
Integrated performance management products,Operational BI,22,CALUMO,Innovation,4.083080868,7.857729138,1,,2,
Integrated performance management products,Operational BI,22,Cubeware,Innovation,4.083080868,2.739495798,9,,2,
Integrated performance management products,Operational BI,22,cubus,Innovation,4.083080868,2.877005348,8,,2,
Integrated performance management products,Operational BI,22,IBM Plan Analytics,Innovation,4.083080868,2.914027149,7,,2,
Integrated performance management products,Operational BI,22,Infor,Innovation,4.083080868,2.997326203,6,,2,
Integrated performance management products,Operational BI,22,Jedox,Innovation,4.083080868,3.839572193,5,,2,
Integrated performance management products,Operational BI,22,Longview Analytics,Innovation,4.083080868,7.176470588,2,,2,
Integrated performance management products,Operational BI,22,MIK (prevero),Innovation,4.083080868,1,11,,2,
Integrated performance management products,Operational BI,22,prevero (prevero),Innovation,4.083080868,5.575630252,4,,2,
Integrated performance management products,Visual design standards,23,Bissantz,Innovation,5.830615091,10,1,,2,
Integrated performance management products,Visual design standards,23,BOARD,Innovation,5.830615091,5.1625,7,,2,
Integrated performance management products,Visual design standards,23,CALUMO,Innovation,5.830615091,2.289032258,11,,2,
Integrated performance management products,Visual design standards,23,Cubeware,Innovation,5.830615091,5.918153846,4,,2,
Integrated performance management products,Visual design standards,23,cubus,Innovation,5.830615091,4.437419355,10,,2,
Integrated performance management products,Visual design standards,23,IBM Plan Analytics,Innovation,5.830615091,5.44,5,,2,
Integrated performance management products,Visual design standards,23,Infor,Innovation,5.830615091,4.935454545,9,,2,
Integrated performance management products,Visual design standards,23,Jedox,Innovation,5.830615091,5.036363636,8,,2,
Integrated performance management products,Visual design standards,23,Longview Analytics,Innovation,5.830615091,9.584,2,,2,
Integrated performance management products,Visual design standards,23,MIK (prevero),Innovation,5.830615091,6.052413793,3,,2,
Integrated performance management products,Visual design standards,23,prevero (prevero),Innovation,5.830615091,5.281428571,6,,2,
Integrated performance management products,Location intelligence,24,Bissantz,Innovation,2.805527644,6.7375,1,,2,
Integrated performance management products,Location intelligence,24,BOARD,Innovation,2.805527644,2.627659574,5,,2,
Integrated performance management products,Location intelligence,24,CALUMO,Innovation,2.805527644,2.240540541,8,,2,
Integrated performance management products,Location intelligence,24,Cubeware,Innovation,2.805527644,2.647692308,4,,2,
Integrated performance management products,Location intelligence,24,cubus,Innovation,2.805527644,3.7,2,,2,
Integrated performance management products,Location intelligence,24,IBM Plan Analytics,Innovation,2.805527644,1.51,11,,2,
Integrated performance management products,Location intelligence,24,Infor,Innovation,2.805527644,2.043181818,9,,2,
Integrated performance management products,Location intelligence,24,Jedox,Innovation,2.805527644,2.854545455,3,,2,
Integrated performance management products,Location intelligence,24,Longview Analytics,Innovation,2.805527644,2.423255814,7,,2,
Integrated performance management products,Location intelligence,24,MIK (prevero),Innovation,2.805527644,2.53,6,,2,
Integrated performance management products,Location intelligence,24,prevero (prevero),Innovation,2.805527644,1.546428571,10,,2,
Integrated performance management products,Visual analysis,25,Bissantz,Innovation,4.558885128,7.104584383,2,,2,
Integrated performance management products,Visual analysis,25,BOARD,Innovation,4.558885128,7.250027379,1,,2,
Integrated performance management products,Visual analysis,25,CALUMO,Innovation,4.558885128,5.100125945,5,,2,
Integrated performance management products,Visual analysis,25,Cubeware,Innovation,4.558885128,4.853904282,6,,2,
Integrated performance management products,Visual analysis,25,cubus,Innovation,4.558885128,3.565255038,8,,2,
Integrated performance management products,Visual analysis,25,IBM Plan Analytics,Innovation,4.558885128,4.325776658,7,,2,
Integrated performance management products,Visual analysis,25,Infor,Innovation,4.558885128,2.587441526,9,,2,
Integrated performance management products,Visual analysis,25,Jedox,Innovation,4.558885128,2.342221836,10,,2,
Integrated performance management products,Visual analysis,25,Longview Analytics,Innovation,4.558885128,5.16046485,4,,2,
Integrated performance management products,Visual analysis,25,MIK (prevero),Innovation,4.558885128,6.010075567,3,,2,
Integrated performance management products,Visual analysis,25,prevero (prevero),Innovation,4.558885128,1.847858942,11,,2,
Integrated performance management products,Embedded BI,26,Bissantz,Innovation,3.763676473,4.423913043,3,,2,
Integrated performance management products,Embedded BI,26,BOARD,Innovation,3.763676473,1.894886364,11,,2,
Integrated performance management products,Embedded BI,26,CALUMO,Innovation,3.763676473,7.369485294,1,,2,
Integrated performance management products,Embedded BI,26,Cubeware,Innovation,3.763676473,3.953125,4,,2,
Integrated performance management products,Embedded BI,26,cubus,Innovation,3.763676473,3.625,6,,2,
Integrated performance management products,Embedded BI,26,IBM Plan Analytics,Innovation,3.763676473,2.640625,10,,2,
Integrated performance management products,Embedded BI,26,Infor,Innovation,3.763676473,3.072368421,8,,2,
Integrated performance management products,Embedded BI,26,Jedox,Innovation,3.763676473,3.109375,7,,2,
Integrated performance management products,Embedded BI,26,Longview Analytics,Innovation,3.763676473,2.920731707,9,,2,
Integrated performance management products,Embedded BI,26,MIK (prevero),Innovation,3.763676473,3.916666667,5,,2,
Integrated performance management products,Embedded BI,26,prevero (prevero),Innovation,3.763676473,4.474264706,2,,2,
Integrated performance management products,Competitiveness,27,Bissantz,Competitiveness,3.955826888,4.441610216,5,,1,
Integrated performance management products,Competitiveness,27,BOARD,Competitiveness,3.955826888,2.81185938,8,,1,
Integrated performance management products,Competitiveness,27,CALUMO,Competitiveness,3.955826888,6.124086987,1,,1,
Integrated performance management products,Competitiveness,27,Cubeware,Competitiveness,3.955826888,3.205552854,6,,1,
Integrated performance management products,Competitiveness,27,cubus,Competitiveness,3.955826888,4.73470777,3,,1,
Integrated performance management products,Competitiveness,27,IBM Plan Analytics,Competitiveness,3.955826888,4.734140086,4,,1,
Integrated performance management products,Competitiveness,27,Infor,Competitiveness,3.955826888,3.169364971,7,,1,
Integrated performance management products,Competitiveness,27,Jedox,Competitiveness,3.955826888,2.654688238,9,,1,
Integrated performance management products,Competitiveness,27,Longview Analytics,Competitiveness,3.955826888,5.047356114,2,,1,
Integrated performance management products,Competitiveness,27,prevero (prevero),Competitiveness,3.955826888,2.634902266,10,1,1,
Integrated performance management products,Competitiveness,27,MIK (prevero),Competitiveness,3.955826888,n/a,n/a,,1,
Integrated performance management products,Considered for purchase,28,Bissantz,Competitiveness,3.517032967,4.239010989,3,,2,
Integrated performance management products,Considered for purchase,28,BOARD,Competitiveness,3.517032967,4.263736264,2,,2,
Integrated performance management products,Considered for purchase,28,CALUMO,Competitiveness,3.517032967,1.346153846,10,1,2,
Integrated performance management products,Considered for purchase,28,Cubeware,Competitiveness,3.517032967,3.991758242,4,,2,
Integrated performance management products,Considered for purchase,28,cubus,Competitiveness,3.517032967,1.593406593,9,,2,
Integrated performance management products,Considered for purchase,28,IBM Plan Analytics,Competitiveness,3.517032967,7.848901099,1,,2,
Integrated performance management products,Considered for purchase,28,Infor,Competitiveness,3.517032967,3.472527473,6,,2,
Integrated performance management products,Considered for purchase,28,Jedox,Competitiveness,3.517032967,3.793956044,5,,2,
Integrated performance management products,Considered for purchase,28,Longview Analytics,Competitiveness,3.517032967,2.434065934,7,,2,
Integrated performance management products,Considered for purchase,28,prevero (prevero),Competitiveness,3.517032967,2.186813187,8,,2,
Integrated performance management products,Considered for purchase,28,MIK (prevero),Competitiveness,3.517032967,n/a,n/a,,2,
Integrated performance management products,Competitive win rate,29,Bissantz,Competitiveness,4.248356169,4.576676368,4,,2,
Integrated performance management products,Competitive win rate,29,BOARD,Competitiveness,4.248356169,1.843941457,10,1,2,
Integrated performance management products,Competitive win rate,29,CALUMO,Competitiveness,4.248356169,9.309375747,1,,2,
Integrated performance management products,Competitive win rate,29,Cubeware,Competitiveness,4.248356169,2.681415929,7,,2,
Integrated performance management products,Competitive win rate,29,cubus,Competitiveness,4.248356169,6.828908555,2,,2,
Integrated performance management products,Competitive win rate,29,IBM Plan Analytics,Competitiveness,4.248356169,2.657632743,8,,2,
Integrated performance management products,Competitive win rate,29,Infor,Competitiveness,4.248356169,2.967256637,5,,2,
Integrated performance management products,Competitive win rate,29,Jedox,Competitiveness,4.248356169,1.895176368,9,,2,
Integrated performance management products,Competitive win rate,29,Longview Analytics,Competitiveness,4.248356169,6.789549567,3,,2,
Integrated performance management products,Competitive win rate,29,prevero (prevero),Competitiveness,4.248356169,2.933628319,6,,2,
Integrated performance management products,Competitive win rate,29,MIK (prevero),Competitiveness,4.248356169,n/a,n/a,,2,
OLAP analysis-focused products,Business value,1,Bissantz,Business value,6.199176764,7.523955631,5,,1,
OLAP analysis-focused products,Business value,1,BOARD,Business value,6.199176764,6.302605197,9,,1,
OLAP analysis-focused products,Business value,1,CALUMO,Business value,6.199176764,6.919251534,7,,1,
OLAP analysis-focused products,Business value,1,Cubeware,Business value,6.199176764,5.984083714,10,,1,
OLAP analysis-focused products,Business value,1,cubus,Business value,6.199176764,8.102100186,3,,1,
OLAP analysis-focused products,Business value,1,CXO-Cockpit,Business value,6.199176764,5.715118751,12,,1,
OLAP analysis-focused products,Business value,1,IBM Plan Analytics,Business value,6.199176764,6.538795743,8,,1,
OLAP analysis-focused products,Business value,1,Infor,Business value,6.199176764,5.068088606,13,,1,
OLAP analysis-focused products,Business value,1,Jedox,Business value,6.199176764,6.941561648,6,,1,
